closing_time_of_funding_and_candle,hourly_funding_rate,annualized_funding_rate,premium,openPrice,closingPrice,volume
1738990800066,1.25e-05,0.10950000000000001,-0.0001423375,0.30594,0.30331,493003.4
1738994400016,1.25e-05,0.10950000000000001,2.46254e-05,0.30296,0.30527,4519041.0
1738998000167,1.25e-05,0.10950000000000001,-7.00971e-05,0.3062,0.30897,1245639.9
1739001600073,1.25e-05,0.10950000000000001,2.94188e-05,0.30889,0.3166,1547183.0
1739005200063,1.25e-05,0.10950000000000001,-5.2463e-06,0.31673,0.30718,963472.7
1739008800010,1.25e-05,0.10950000000000001,-7.77739e-05,0.30731,0.31529,1139778.6
1739012400037,1.25e-05,0.10950000000000001,0.0003041222,0.31577,0.31413,1143464.3
1739016000097,1.25e-05,0.10950000000000001,-6.20279e-05,0.31418,0.31552,912091.1
1739019600054,1.25e-05,0.10950000000000001,-3.02862e-05,0.31525,0.32487,982212.6
1739023200123,1.25e-05,0.10950000000000001,0.000114016,0.32487,0.3234,2978580.1
1739026800175,1.25e-05,0.10950000000000001,0.0001525241,0.3234,0.32191,3015960.2
1739030400027,1.25e-05,0.10950000000000001,6.83615e-05,0.32281,0.31795,2564428.3
1739034000013,1.25e-05,0.10950000000000001,-5.78735e-05,0.31795,0.32304,911178.1
1739037600027,1.25e-05,0.10950000000000001,8.18795e-05,0.32261,0.33485,6325512.5
1739041200041,1.25e-05,0.10950000000000001,0.0001534786,0.3349,0.33465,2422651.9
1739044800130,1.25e-05,0.10950000000000001,0.0001748568,0.33599,0.34084,2128690.7
1739048400089,1.25e-05,0.10950000000000001,0.0001951819,0.34216,0.3403,2200120.1
1739052000032,1.25e-05,0.10950000000000001,0.0002739368,0.3404,0.3411,1017726.4
1739055600038,1.25e-05,0.10950000000000001,0.0001616464,0.3423,0.32846,805181.1
1739059200027,1.25e-05,0.10950000000000001,0.0001659197,0.32826,0.33744,524994.9
1739062800059,1.25e-05,0.10950000000000001,9.55911e-05,0.3373,0.33236,2603188.2
1739066400063,1.25e-05,0.10950000000000001,0.000184133,0.33235,0.34613,2870003.2
1739070000004,1.25e-05,0.10950000000000001,0.0002824791,0.34482,0.3353,304711.2
1739073600125,1.25e-05,0.10950000000000001,0.0004477595,0.3351,0.36509,2871360.9
1739077200016,1.25e-05,0.10950000000000001,0.0004305969,0.36688,0.36643,2007402.2
1739080800042,1.25e-05,0.10950000000000001,0.000467189,0.36664,0.36934,2333152.5
1739084400093,1.25e-05,0.10950000000000001,0.0004674215,0.37002,0.39414,2681254.6
1739088000096,1.25e-05,0.10950000000000001,0.0005828288,0.39396,0.37863,1467481.7
1739091600053,1.25e-05,0.10950000000000001,0.0004287483,0.3795,0.3739,2136433.4
1739095200009,1.25e-05,0.10950000000000001,0.0004445735,0.37453,0.35286,2517438.2
1739098800049,1.25e-05,0.10950000000000001,0.0005029587,0.35321,0.35568,1632102.2
1739102400016,1.25e-05,0.10950000000000001,0.0005336319,0.3552,0.34571,757945.0
1739106000027,1.25e-05,0.10950000000000001,0.0005300673,0.34574,0.349,611562.9
1739109600041,1.25e-05,0.10950000000000001,0.0004971528,0.34888,0.33945,1004229.7
1739113200018,1.25e-05,0.10950000000000001,0.0004279161,0.33961,0.34506,533187.8
1739116800041,1.25e-05,0.10950000000000001,0.0002683928,0.34408,0.3506,588749.6
1739120400072,1.25e-05,0.10950000000000001,0.000324368,0.35069,0.3557,721699.6
1739124000046,1.25e-05,0.10950000000000001,0.0004691507,0.3555,0.34678,1068490.2
1739127600019,1.25e-05,0.10950000000000001,0.0003020568,0.34654,0.35414,528418.3
1739131200172,1.25e-05,0.10950000000000001,0.0001780591,0.35404,0.35522,934297.5
1739134800024,1.25e-05,0.10950000000000001,0.0001990056,0.35538,0.35264,897418.5
1739138400040,1.25e-05,0.10950000000000001,3.58668e-05,0.35195,0.34264,1643964.7
1739142000039,1.25e-05,0.10950000000000001,0.0002683585,0.34212,0.35636,3665129.2
1739145600080,1.25e-05,0.10950000000000001,0.0002491422,0.35635,0.3645,531002.5
1739149200072,1.25e-05,0.10950000000000001,0.0001908967,0.36387,0.38488,3640809.8
1739152800014,1.25e-05,0.10950000000000001,0.0001477864,0.38498,0.36994,5183364.0
1739156400011,1.25e-05,0.10950000000000001,0.0001024705,0.36879,0.36388,1998745.2
1739160000099,1.25e-05,0.10950000000000001,0.0001186338,0.36387,0.37938,1846141.1
1739163600052,1.25e-05,0.10950000000000001,0.0002876368,0.37919,0.4055,5397781.0
1739167200048,1.25e-05,0.10950000000000001,0.0003062677,0.40568,0.40358,1764046.7
1739170800061,1.25e-05,0.10950000000000001,0.0002079523,0.40383,0.40191,1038912.9
1739174400078,1.25e-05,0.10950000000000001,0.000408414,0.40264,0.42121,3757934.3
1739178000043,1.25e-05,0.10950000000000001,0.0005900041,0.42176,0.4271,1909656.8
1739181600022,1.25e-05,0.10950000000000001,0.0005881951,0.42764,0.41995,944423.4
